帧号,时间(秒),状态,置信度
33833,1691.65,open,1.0
33834,1691.7,open,1.0
33835,1691.75,open,1.0
33836,1691.8,open,1.0
33837,1691.85,open,1.0
33838,1691.9,open,1.0
33839,1691.95,open,1.0
33840,1692.0,open,1.0
33841,1692.05,open,1.0
33842,1692.1,open,1.0
33843,1692.15,open,1.0
33844,1692.2,open,1.0
33845,1692.25,open,1.0
33846,1692.3,open,1.0
33847,1692.35,open,1.0
33848,1692.4,open,1.0
33849,1692.45,open,1.0
33850,1692.5,open,1.0
33851,1692.55,open,1.0
33852,1692.6,open,1.0
33853,1692.65,open,1.0
33854,1692.7,open,1.0
33855,1692.75,open,1.0
33856,1692.8,open,0.9985
33857,1692.85,open,0.9055
33858,1692.9,open,0.9997
33859,1692.95,open,1.0
33860,1693.0,open,1.0
33861,1693.05,open,1.0
33862,1693.1,open,1.0
33863,1693.15,open,1.0
33864,1693.2,close,0.9524
33865,1693.25,close,0.9949
33866,1693.3,open,0.9962
33867,1693.35,open,1.0
33868,1693.4,open,1.0
33869,1693.45,open,1.0
33870,1693.5,open,1.0
33871,1693.55,open,1.0
33872,1693.6,open,1.0
33873,1693.65,open,1.0
33874,1693.7,open,1.0
33875,1693.75,open,1.0
33876,1693.8,open,1.0
33877,1693.85,open,0.9332
33878,1693.9,close,0.9979
33879,1693.95,close,0.9959
33880,1694.0,open,0.8595
33881,1694.05,open,0.9997
33882,1694.1,open,1.0
33883,1694.15,open,1.0
33884,1694.2,open,1.0
33885,1694.25,open,1.0
33886,1694.3,open,1.0
33887,1694.35,open,0.9975
33888,1694.4,close,0.9985
33889,1694.45,close,0.9982
33890,1694.5,close,0.9598
33891,1694.55,open,0.9986
33892,1694.6,open,1.0
33893,1694.65,open,1.0
33894,1694.7,open,1.0
33895,1694.75,open,1.0
33896,1694.8,open,1.0
33897,1694.85,open,1.0
33898,1694.9,open,1.0
33899,1694.95,open,1.0
33900,1695.0,open,1.0
33901,1695.05,open,1.0
33902,1695.1,open,1.0
33903,1695.15,open,1.0
33904,1695.2,open,1.0
33905,1695.25,open,1.0
33906,1695.3,open,1.0
33907,1695.35,open,1.0
33908,1695.4,open,1.0
33909,1695.45,open,1.0
33910,1695.5,open,1.0
33911,1695.55,open,1.0
33912,1695.6,open,1.0
33913,1695.65,open,1.0
33914,1695.7,open,1.0
33915,1695.75,open,1.0
33916,1695.8,open,1.0
33917,1695.85,open,1.0
33918,1695.9,open,1.0
33919,1695.95,open,1.0
33920,1696.0,open,1.0
33921,1696.05,open,1.0
33922,1696.1,open,1.0
33923,1696.15,open,1.0
33924,1696.2,open,1.0
33925,1696.25,open,1.0
33926,1696.3,open,1.0
33927,1696.35,open,1.0
33928,1696.4,open,1.0
33929,1696.45,open,0.9999
33930,1696.5,close,0.9938
33931,1696.55,close,0.9879
33932,1696.6,open,0.9937
33933,1696.65,open,0.9999
33934,1696.7,open,1.0
33935,1696.75,open,1.0
33936,1696.8,open,1.0
33937,1696.85,open,1.0
33938,1696.9,open,1.0
33939,1696.95,open,1.0
33940,1697.0,open,1.0
33941,1697.05,open,1.0
33942,1697.1,open,1.0
33943,1697.15,open,1.0
33944,1697.2,open,1.0
33945,1697.25,open,1.0
33946,1697.3,open,1.0
33947,1697.35,open,1.0
33948,1697.4,open,1.0
33949,1697.45,open,1.0
33950,1697.5,open,1.0
33951,1697.55,open,1.0
33952,1697.6,open,1.0
33953,1697.65,open,1.0
33954,1697.7,open,0.9503
33955,1697.75,open,0.9999
33956,1697.8,open,1.0
33957,1697.85,open,1.0
33958,1697.9,open,1.0
33959,1697.95,open,1.0
33960,1698.0,open,1.0
33961,1698.05,open,1.0
33962,1698.1,open,1.0
33963,1698.15,open,1.0
33964,1698.2,open,1.0
33965,1698.25,open,1.0
33966,1698.3,open,1.0
33967,1698.35,open,1.0
33968,1698.4,open,1.0
33969,1698.45,open,1.0
33970,1698.5,open,1.0
33971,1698.55,open,1.0
33972,1698.6,open,1.0
33973,1698.65,open,1.0
33974,1698.7,open,1.0
33975,1698.75,open,1.0
33976,1698.8,open,1.0
33977,1698.85,close,0.9294
33978,1698.9,close,0.715
33979,1698.95,open,1.0
33980,1699.0,open,1.0
33981,1699.05,open,1.0
33982,1699.1,open,1.0
33983,1699.15,open,1.0
33984,1699.2,open,1.0
33985,1699.25,open,1.0
33986,1699.3,open,1.0
33987,1699.35,open,1.0
33988,1699.4,open,1.0
33989,1699.45,open,1.0
33990,1699.5,open,1.0
33991,1699.55,open,1.0
33992,1699.6,open,1.0
33993,1699.65,open,1.0
33994,1699.7,open,1.0
33995,1699.75,open,1.0
33996,1699.8,open,1.0
33997,1699.85,open,1.0
33998,1699.9,open,1.0
33999,1699.95,open,1.0
34000,1700.0,open,1.0
34001,1700.05,open,1.0
34002,1700.1,open,1.0
34003,1700.15,open,1.0
34004,1700.2,open,1.0
34005,1700.25,open,0.8378
34006,1700.3,close,0.9974
34007,1700.35,close,0.5514
34008,1700.4,open,0.9998
34009,1700.45,open,1.0
34010,1700.5,open,1.0
34011,1700.55,open,1.0
34012,1700.6,open,1.0
34013,1700.65,open,1.0
34014,1700.7,open,1.0
34015,1700.75,open,1.0
34016,1700.8,open,1.0
34017,1700.85,open,1.0
34018,1700.9,open,1.0
34019,1700.95,open,1.0
34020,1701.0,open,1.0
34021,1701.05,open,1.0
34022,1701.1,open,1.0
34023,1701.15,open,1.0
34024,1701.2,open,1.0
34025,1701.25,open,1.0
34026,1701.3,open,1.0
34027,1701.35,open,0.9999
34028,1701.4,close,0.9914
34029,1701.45,close,0.9517
34030,1701.5,open,0.9997
34031,1701.55,open,1.0
34032,1701.6,open,1.0
34033,1701.65,open,1.0
34034,1701.7,open,1.0
34035,1701.75,open,1.0
34036,1701.8,open,1.0
34037,1701.85,open,1.0
34038,1701.9,open,1.0
34039,1701.95,open,1.0
34040,1702.0,open,1.0
34041,1702.05,open,1.0
34042,1702.1,open,1.0
34043,1702.15,open,1.0
34044,1702.2,open,1.0
34045,1702.25,open,1.0
34046,1702.3,open,1.0
34047,1702.35,open,1.0
34048,1702.4,open,1.0
34049,1702.45,open,1.0
34050,1702.5,open,1.0
34051,1702.55,open,1.0
34052,1702.6,open,1.0
34053,1702.65,open,1.0
34054,1702.7,open,1.0
34055,1702.75,open,1.0
34056,1702.8,open,1.0
34057,1702.85,open,1.0
34058,1702.9,open,1.0
34059,1702.95,open,1.0
34060,1703.0,open,1.0
34061,1703.05,open,1.0
34062,1703.1,open,1.0
34063,1703.15,open,1.0
34064,1703.2,open,1.0
34065,1703.25,open,1.0
34066,1703.3,open,1.0
34067,1703.35,close,0.9557
34068,1703.4,open,0.9816
34069,1703.45,open,0.9999
34070,1703.5,open,1.0
34071,1703.55,open,1.0
34072,1703.6,open,1.0
34073,1703.65,open,1.0
34074,1703.7,open,1.0
34075,1703.75,open,1.0
34076,1703.8,open,1.0
34077,1703.85,open,1.0
34078,1703.9,open,1.0
34079,1703.95,open,1.0
34080,1704.0,open,1.0
34081,1704.05,open,1.0
34082,1704.1,open,1.0
34083,1704.15,open,1.0
34084,1704.2,open,1.0
34085,1704.25,open,1.0
34086,1704.3,open,1.0
34087,1704.35,open,1.0
34088,1704.4,open,1.0
34089,1704.45,open,1.0
34090,1704.5,open,1.0
34091,1704.55,open,1.0
34092,1704.6,open,1.0
34093,1704.65,open,1.0
34094,1704.7,open,1.0
34095,1704.75,open,1.0
34096,1704.8,open,1.0
34097,1704.85,open,1.0
34098,1704.9,open,1.0
34099,1704.95,open,1.0
34100,1705.0,open,1.0
34101,1705.05,open,1.0
34102,1705.1,open,1.0
34103,1705.15,open,1.0
34104,1705.2,close,0.9779
34105,1705.25,close,0.9863
34106,1705.3,open,0.9983
34107,1705.35,open,0.9999
34108,1705.4,open,1.0
34109,1705.45,open,1.0
34110,1705.5,open,1.0
34111,1705.55,open,1.0
34112,1705.6,open,1.0
34113,1705.65,open,1.0
34114,1705.7,open,1.0
34115,1705.75,open,1.0
34116,1705.8,open,1.0
34117,1705.85,open,1.0
34118,1705.9,open,1.0
34119,1705.95,open,1.0
34120,1706.0,open,1.0
34121,1706.05,open,1.0
34122,1706.1,open,1.0
34123,1706.15,open,1.0
34124,1706.2,open,1.0
34125,1706.25,open,1.0
34126,1706.3,open,1.0
34127,1706.35,open,1.0
34128,1706.4,open,1.0
34129,1706.45,open,1.0
34130,1706.5,open,1.0
34131,1706.55,open,1.0
34132,1706.6,close,0.9626
34133,1706.65,close,0.9929
34134,1706.7,open,0.9652
34135,1706.75,open,1.0
34136,1706.8,open,1.0
34137,1706.85,open,1.0
34138,1706.9,open,1.0
34139,1706.95,open,1.0
34140,1707.0,open,1.0
34141,1707.05,open,1.0
34142,1707.1,open,1.0
34143,1707.15,open,1.0
34144,1707.2,open,1.0
34145,1707.25,open,1.0
34146,1707.3,open,1.0
34147,1707.35,open,1.0
34148,1707.4,open,1.0
34149,1707.45,open,1.0
34150,1707.5,open,1.0
34151,1707.55,open,1.0
34152,1707.6,open,1.0
34153,1707.65,open,1.0
34154,1707.7,open,1.0
34155,1707.75,open,1.0
34156,1707.8,open,1.0
34157,1707.85,close,0.961
34158,1707.9,close,0.9647
34159,1707.95,open,0.9994
34160,1708.0,open,1.0
34161,1708.05,open,1.0
34162,1708.1,open,1.0
34163,1708.15,open,1.0
34164,1708.2,open,1.0
34165,1708.25,open,1.0
34166,1708.3,open,1.0
34167,1708.35,open,1.0
34168,1708.4,open,1.0
34169,1708.45,open,1.0
34170,1708.5,open,1.0
34171,1708.55,open,1.0
34172,1708.6,open,1.0
34173,1708.65,open,1.0
34174,1708.7,open,1.0
34175,1708.75,open,1.0
34176,1708.8,open,1.0
34177,1708.85,open,1.0
34178,1708.9,open,1.0
34179,1708.95,open,1.0
34180,1709.0,open,1.0
34181,1709.05,open,1.0
34182,1709.1,open,1.0
34183,1709.15,open,1.0
34184,1709.2,open,1.0
34185,1709.25,open,1.0
34186,1709.3,open,1.0
34187,1709.35,open,1.0
34188,1709.4,open,1.0
34189,1709.45,open,1.0
34190,1709.5,open,1.0
34191,1709.55,open,1.0
34192,1709.6,open,1.0
34193,1709.65,open,1.0
34194,1709.7,open,1.0
34195,1709.75,open,1.0
34196,1709.8,open,1.0
34197,1709.85,open,1.0
34198,1709.9,open,1.0
34199,1709.95,open,1.0
34200,1710.0,open,1.0
34201,1710.05,open,1.0
34202,1710.1,open,1.0
34203,1710.15,open,1.0
34204,1710.2,open,1.0
34205,1710.25,open,1.0
34206,1710.3,open,0.9996
34207,1710.35,close,0.9774
34208,1710.4,close,0.551
34209,1710.45,open,1.0
34210,1710.5,open,1.0
34211,1710.55,open,1.0
34212,1710.6,open,1.0
34213,1710.65,open,1.0
34214,1710.7,open,1.0
34215,1710.75,open,1.0
34216,1710.8,open,1.0
34217,1710.85,open,1.0
34218,1710.9,open,1.0
34219,1710.95,open,1.0
34220,1711.0,open,1.0
34221,1711.05,open,1.0
34222,1711.1,open,1.0
34223,1711.15,open,1.0
34224,1711.2,open,1.0
34225,1711.25,open,1.0
34226,1711.3,open,1.0
34227,1711.35,open,1.0
34228,1711.4,open,1.0
34229,1711.45,open,1.0
34230,1711.5,open,1.0
34231,1711.55,open,1.0
34232,1711.6,open,1.0
34233,1711.65,open,1.0
34234,1711.7,open,1.0
34235,1711.75,open,1.0
34236,1711.8,open,1.0
34237,1711.85,open,1.0
34238,1711.9,open,1.0
34239,1711.95,open,1.0
34240,1712.0,open,1.0
34241,1712.05,open,1.0
34242,1712.1,open,0.9996
34243,1712.15,close,0.9964
34244,1712.2,open,0.9574
34245,1712.25,open,1.0
34246,1712.3,open,1.0
34247,1712.35,open,1.0
34248,1712.4,open,1.0
34249,1712.45,open,1.0
34250,1712.5,open,1.0
34251,1712.55,open,1.0
34252,1712.6,open,1.0
34253,1712.65,open,1.0
34254,1712.7,open,1.0
34255,1712.75,open,1.0
34256,1712.8,open,1.0
34257,1712.85,open,1.0
34258,1712.9,open,1.0
34259,1712.95,open,1.0
34260,1713.0,open,1.0
34261,1713.05,open,1.0
34262,1713.1,open,1.0
34263,1713.15,open,1.0
34264,1713.2,open,1.0
34265,1713.25,open,1.0
34266,1713.3,open,1.0
34267,1713.35,open,1.0
34268,1713.4,open,1.0
34269,1713.45,open,1.0
34270,1713.5,open,1.0
34271,1713.55,open,1.0
34272,1713.6,open,1.0
34273,1713.65,open,1.0
34274,1713.7,open,1.0
34275,1713.75,open,1.0
34276,1713.8,open,1.0
34277,1713.85,open,1.0
34278,1713.9,open,1.0
34279,1713.95,open,1.0
34280,1714.0,close,0.9295
34281,1714.05,close,0.9955
34282,1714.1,open,0.9913
34283,1714.15,open,1.0
34284,1714.2,open,1.0
34285,1714.25,open,1.0
34286,1714.3,open,1.0
34287,1714.35,open,1.0
34288,1714.4,open,1.0
34289,1714.45,open,1.0
34290,1714.5,open,1.0
34291,1714.55,open,1.0
34292,1714.6,open,1.0
34293,1714.65,open,1.0
34294,1714.7,open,1.0
34295,1714.75,open,1.0
34296,1714.8,open,1.0
34297,1714.85,open,1.0
34298,1714.9,open,1.0
34299,1714.95,open,0.9569
34300,1715.0,open,0.9587
34301,1715.05,open,1.0
34302,1715.1,open,1.0
34303,1715.15,open,1.0
34304,1715.2,open,1.0
34305,1715.25,open,1.0
34306,1715.3,open,1.0
34307,1715.35,open,1.0
34308,1715.4,open,1.0
34309,1715.45,open,1.0
34310,1715.5,open,1.0
34311,1715.55,open,1.0
34312,1715.6,open,1.0
34313,1715.65,open,1.0
34314,1715.7,open,1.0
34315,1715.75,open,1.0
34316,1715.8,open,1.0
34317,1715.85,open,1.0
34318,1715.9,open,1.0
34319,1715.95,close,0.9583
34320,1716.0,open,0.7072
34321,1716.05,open,1.0
34322,1716.1,open,1.0
34323,1716.15,open,1.0
34324,1716.2,open,1.0
34325,1716.25,open,1.0
34326,1716.3,open,1.0
34327,1716.35,open,1.0
34328,1716.4,open,1.0
34329,1716.45,open,1.0
34330,1716.5,open,1.0
34331,1716.55,open,1.0
34332,1716.6,open,1.0
34333,1716.65,open,1.0
34334,1716.7,open,1.0
34335,1716.75,open,1.0
34336,1716.8,open,1.0
34337,1716.85,open,1.0
34338,1716.9,open,1.0
34339,1716.95,open,1.0
34340,1717.0,open,1.0
34341,1717.05,open,1.0
34342,1717.1,open,0.999
34343,1717.15,open,1.0
34344,1717.2,open,1.0
34345,1717.25,open,1.0
34346,1717.3,open,1.0
34347,1717.35,open,1.0
34348,1717.4,open,1.0
34349,1717.45,open,1.0
34350,1717.5,open,1.0
34351,1717.55,open,1.0
34352,1717.6,open,1.0
34353,1717.65,open,1.0
34354,1717.7,open,1.0
34355,1717.75,close,0.9529
34356,1717.8,close,0.9973
34357,1717.85,open,0.998
34358,1717.9,open,1.0
34359,1717.95,open,1.0
34360,1718.0,open,1.0
34361,1718.05,open,1.0
34362,1718.1,open,1.0
34363,1718.15,open,1.0
34364,1718.2,open,1.0
34365,1718.25,open,1.0
34366,1718.3,open,1.0
34367,1718.35,open,1.0
34368,1718.4,open,1.0
34369,1718.45,open,1.0
34370,1718.5,open,1.0
34371,1718.55,open,1.0
34372,1718.6,open,1.0
34373,1718.65,open,1.0
34374,1718.7,open,1.0
34375,1718.75,open,1.0
34376,1718.8,open,1.0
34377,1718.85,open,1.0
34378,1718.9,open,1.0
34379,1718.95,open,1.0
34380,1719.0,open,1.0
34381,1719.05,open,1.0
34382,1719.1,open,1.0
34383,1719.15,open,1.0
34384,1719.2,open,1.0
34385,1719.25,open,1.0
34386,1719.3,open,1.0
34387,1719.35,open,1.0
34388,1719.4,open,1.0
34389,1719.45,open,1.0
34390,1719.5,open,1.0
34391,1719.55,open,1.0
34392,1719.6,open,1.0
34393,1719.65,open,0.9833
34394,1719.7,close,0.9939
34395,1719.75,open,0.9949
34396,1719.8,open,1.0
34397,1719.85,open,1.0
34398,1719.9,open,1.0
34399,1719.95,open,1.0
34400,1720.0,open,1.0
34401,1720.05,open,1.0
34402,1720.1,open,1.0
34403,1720.15,open,1.0
34404,1720.2,open,1.0
34405,1720.25,open,1.0
34406,1720.3,open,1.0
34407,1720.35,open,1.0
34408,1720.4,open,1.0
34409,1720.45,open,1.0
34410,1720.5,open,1.0
34411,1720.55,open,1.0
34412,1720.6,open,1.0
34413,1720.65,open,1.0
34414,1720.7,open,1.0
34415,1720.75,open,1.0
34416,1720.8,open,1.0
34417,1720.85,open,0.9972
34418,1720.9,close,0.9966
34419,1720.95,close,0.9106
34420,1721.0,open,0.9999
34421,1721.05,open,1.0
34422,1721.1,open,1.0
34423,1721.15,open,1.0
34424,1721.2,open,1.0
34425,1721.25,open,1.0
34426,1721.3,open,1.0
34427,1721.35,open,1.0
34428,1721.4,open,1.0
34429,1721.45,open,1.0
34430,1721.5,open,1.0
34431,1721.55,open,1.0
34432,1721.6,open,1.0
34433,1721.65,open,1.0
34434,1721.7,open,1.0
34435,1721.75,open,1.0
34436,1721.8,open,1.0
34437,1721.85,open,1.0
34438,1721.9,open,1.0
34439,1721.95,open,1.0
34440,1722.0,open,1.0
34441,1722.05,open,1.0
34442,1722.1,open,0.9856
34443,1722.15,close,0.9944
34444,1722.2,close,0.8319
34445,1722.25,open,0.9998
34446,1722.3,open,1.0
34447,1722.35,open,1.0
34448,1722.4,open,1.0
34449,1722.45,open,1.0
34450,1722.5,open,1.0
34451,1722.55,open,1.0
34452,1722.6,open,1.0
34453,1722.65,open,1.0
34454,1722.7,open,0.9971
34455,1722.75,close,0.9967
34456,1722.8,close,0.9965
34457,1722.85,close,0.9952
34458,1722.9,open,0.7442
34459,1722.95,open,1.0
34460,1723.0,open,1.0
34461,1723.05,open,1.0
34462,1723.1,open,1.0
34463,1723.15,open,1.0
34464,1723.2,open,1.0
34465,1723.25,open,1.0
34466,1723.3,open,1.0
34467,1723.35,open,1.0
34468,1723.4,open,1.0
34469,1723.45,open,1.0
34470,1723.5,open,1.0
34471,1723.55,open,1.0
34472,1723.6,open,1.0
34473,1723.65,open,1.0
34474,1723.7,open,1.0
34475,1723.75,open,1.0
34476,1723.8,open,1.0
34477,1723.85,open,1.0
34478,1723.9,open,1.0
34479,1723.95,open,1.0
34480,1724.0,open,1.0
34481,1724.05,open,1.0
34482,1724.1,open,1.0
34483,1724.15,open,1.0
34484,1724.2,open,1.0
34485,1724.25,open,1.0
34486,1724.3,open,1.0
34487,1724.35,open,1.0
34488,1724.4,open,1.0
34489,1724.45,open,1.0
34490,1724.5,open,1.0
34491,1724.55,open,1.0
34492,1724.6,open,1.0
34493,1724.65,open,1.0
34494,1724.7,open,1.0
34495,1724.75,open,1.0
34496,1724.8,open,1.0
34497,1724.85,open,1.0
34498,1724.9,open,0.9808
34499,1724.95,close,0.9631
34500,1725.0,open,0.9987
34501,1725.05,open,1.0
34502,1725.1,open,1.0
34503,1725.15,open,1.0
34504,1725.2,open,1.0
34505,1725.25,open,1.0
34506,1725.3,open,1.0
34507,1725.35,open,1.0
34508,1725.4,open,1.0
34509,1725.45,open,1.0
34510,1725.5,open,1.0
34511,1725.55,open,1.0
34512,1725.6,open,1.0
34513,1725.65,open,1.0
34514,1725.7,open,1.0
34515,1725.75,open,1.0
34516,1725.8,open,1.0
34517,1725.85,open,1.0
34518,1725.9,open,1.0
34519,1725.95,open,1.0
34520,1726.0,open,1.0
34521,1726.05,open,1.0
34522,1726.1,open,1.0
34523,1726.15,open,1.0
34524,1726.2,open,1.0
34525,1726.25,open,1.0
34526,1726.3,open,1.0
34527,1726.35,open,1.0
34528,1726.4,open,1.0
34529,1726.45,close,0.9376
34530,1726.5,close,0.9969
34531,1726.55,close,0.9962
34532,1726.6,close,0.9947
34533,1726.65,open,0.9945
34534,1726.7,open,1.0
34535,1726.75,open,1.0
34536,1726.8,open,1.0
34537,1726.85,open,1.0
34538,1726.9,open,1.0
34539,1726.95,open,1.0
34540,1727.0,open,1.0
34541,1727.05,open,1.0
34542,1727.1,open,1.0
34543,1727.15,open,1.0
34544,1727.2,open,1.0
34545,1727.25,open,1.0
34546,1727.3,open,1.0
34547,1727.35,open,1.0
34548,1727.4,open,1.0
34549,1727.45,open,1.0
34550,1727.5,open,1.0
34551,1727.55,open,1.0
34552,1727.6,open,1.0
34553,1727.65,open,1.0
34554,1727.7,open,1.0
34555,1727.75,open,1.0
34556,1727.8,open,1.0
34557,1727.85,open,1.0
34558,1727.9,open,1.0
34559,1727.95,open,1.0
34560,1728.0,open,1.0
34561,1728.05,open,1.0
34562,1728.1,open,1.0
34563,1728.15,open,1.0
34564,1728.2,open,1.0
34565,1728.25,open,1.0
34566,1728.3,open,1.0
34567,1728.35,open,1.0
34568,1728.4,open,1.0
34569,1728.45,open,1.0
34570,1728.5,open,1.0
34571,1728.55,open,1.0
34572,1728.6,open,1.0
34573,1728.65,open,1.0
34574,1728.7,open,1.0
34575,1728.75,open,1.0
34576,1728.8,open,1.0
34577,1728.85,open,1.0
34578,1728.9,open,1.0
34579,1728.95,open,1.0
34580,1729.0,open,1.0
34581,1729.05,open,1.0
34582,1729.1,open,1.0
34583,1729.15,open,1.0
34584,1729.2,open,1.0
34585,1729.25,open,1.0
34586,1729.3,open,0.9966
34587,1729.35,close,0.9937
34588,1729.4,open,0.9937
34589,1729.45,open,1.0
34590,1729.5,open,1.0
34591,1729.55,open,1.0
34592,1729.6,open,1.0
34593,1729.65,open,1.0
34594,1729.7,open,1.0
34595,1729.75,open,1.0
34596,1729.8,open,0.9999
34597,1729.85,open,1.0
34598,1729.9,open,1.0
34599,1729.95,open,1.0
34600,1730.0,open,1.0
34601,1730.05,open,1.0
34602,1730.1,open,1.0
34603,1730.15,open,1.0
34604,1730.2,open,1.0
34605,1730.25,open,1.0
34606,1730.3,open,0.9999
34607,1730.35,close,0.9959
34608,1730.4,close,0.883
34609,1730.45,open,0.9999
34610,1730.5,open,1.0
34611,1730.55,open,1.0
34612,1730.6,open,1.0
34613,1730.65,open,1.0
34614,1730.7,open,1.0
34615,1730.75,open,1.0
34616,1730.8,open,1.0
34617,1730.85,open,1.0
34618,1730.9,open,1.0
34619,1730.95,open,1.0
34620,1731.0,open,1.0
34621,1731.05,open,1.0
34622,1731.1,open,1.0
34623,1731.15,open,1.0
34624,1731.2,open,1.0
34625,1731.25,open,1.0
34626,1731.3,open,1.0
34627,1731.35,open,1.0
34628,1731.4,open,1.0
34629,1731.45,open,1.0
34630,1731.5,open,0.9998
34631,1731.55,close,0.9797
34632,1731.6,open,0.9939
34633,1731.65,open,1.0
34634,1731.7,open,1.0
34635,1731.75,open,1.0
34636,1731.8,open,1.0
34637,1731.85,open,1.0
34638,1731.9,open,1.0
34639,1731.95,open,1.0
34640,1732.0,open,1.0
34641,1732.05,open,1.0
34642,1732.1,open,1.0
34643,1732.15,open,1.0
34644,1732.2,open,1.0
34645,1732.25,open,1.0
34646,1732.3,open,1.0
34647,1732.35,open,1.0
34648,1732.4,open,1.0
34649,1732.45,open,1.0
34650,1732.5,open,1.0
34651,1732.55,open,1.0
34652,1732.6,open,1.0
34653,1732.65,open,1.0
34654,1732.7,open,1.0
34655,1732.75,open,0.9771
34656,1732.8,close,0.9978
34657,1732.85,close,0.9947
34658,1732.9,open,0.8641
34659,1732.95,open,0.9995
34660,1733.0,open,0.9999
34661,1733.05,open,0.9999
34662,1733.1,open,1.0
34663,1733.15,open,1.0
34664,1733.2,open,1.0
34665,1733.25,open,1.0
34666,1733.3,open,1.0
34667,1733.35,open,1.0
34668,1733.4,open,1.0
34669,1733.45,open,1.0
34670,1733.5,open,1.0
34671,1733.55,open,1.0
34672,1733.6,open,1.0
34673,1733.65,open,1.0
34674,1733.7,open,1.0
34675,1733.75,open,1.0
34676,1733.8,open,1.0
34677,1733.85,open,1.0
34678,1733.9,open,1.0
34679,1733.95,open,1.0
34680,1734.0,open,0.963
34681,1734.05,close,0.9792
34682,1734.1,open,0.9224
34683,1734.15,open,0.9999
34684,1734.2,open,1.0
34685,1734.25,open,1.0
34686,1734.3,open,1.0
34687,1734.35,open,1.0
34688,1734.4,open,1.0
34689,1734.45,open,1.0
34690,1734.5,open,1.0
34691,1734.55,open,1.0
34692,1734.6,open,1.0
34693,1734.65,open,1.0
34694,1734.7,open,1.0
34695,1734.75,open,1.0
34696,1734.8,open,1.0
34697,1734.85,open,1.0
34698,1734.9,open,1.0
34699,1734.95,open,1.0
34700,1735.0,open,1.0
34701,1735.05,open,1.0
34702,1735.1,open,1.0
34703,1735.15,open,1.0
34704,1735.2,open,1.0
34705,1735.25,open,1.0
34706,1735.3,open,1.0
34707,1735.35,open,1.0
34708,1735.4,open,1.0
34709,1735.45,open,1.0
34710,1735.5,open,1.0
34711,1735.55,open,1.0
34712,1735.6,open,1.0
34713,1735.65,open,1.0
34714,1735.7,open,1.0
34715,1735.75,open,0.9841
34716,1735.8,open,1.0
